gene,PT_seg01,PT_seg02,PT_seg03,PT_seg04,PT_seg05,PT_seg06,PT_seg07,PT_seg08,PT_seg09,PT_seg10,PT_seg11,PT_seg12,PT_seg13,PT_seg14,PT_seg15,PT_seg16
MRPL20-DT,0.005800500236862564,0.006241249384765502,0.005553093751300745,0.0055333781147200774,0.006427400556491488,0.0064554965207197,0.008507210775795042,0.006936767244895836,0.009564381734576029,0.009317616016885402,0.003766915832574551,0.009371454722565835,0.012233023249774898,0.010943484251777422,0.01006705279231595,0.009320758721407722
ANKRD65,0.005616918219880322,0.00455397556375998,0.005052408894212397,0.005522930757953942,0.005003887404555793,0.010776031688218595,0.017693407288096572,0.0212320361636721,0.01742172413325638,0.01701678671312806,0.014997752969498401,0.029447490956049774,0.03867511514843247,0.03718262764218197,0.04708816455363529,0.043926543367454426
LINC01770,0.0015035293587347665,0.001673186360190853,0.0025898522852905908,0.002406855243834203,0.0031975996799750196,0.0018896333249216939,0.003658451018825013,0.00377548197221375,0.00444458197191629,0.0057274700929934455,0.004482535215524526,0.003211427252588581,0.012899898750448209,0.008869636096316016,0.00797231003620265,0.013371523688821232
VWA1,0.015011045319934387,0.013615533827975854,0.015104804737861329,0.017083694304399353,0.01683627370481175,0.015533676910698575,0.02295320640995646,0.026686498233344413,0.02502915903177859,0.029205767686685587,0.03442871489829117,0.03805015979365998,0.042531275635085165,0.05443799335432816,0.059739282443617654,0.0668927401791211
ATAD3C,0.003446269508553226,0.002654954777316433,0.0032762001922502096,0.003632794576397659,0.003360861809466475,0.002511546814063933,0.003979343762012908,0.004588939429025527,0.005482613876203811,0.0035648090034981106,0.004179857619158871,0.018364934050025924,0.018937465342859085,0.022847162657662443,0.019226547704783225,0.022261621106683817
ATAD3B,0.0725802046809427,0.07763777199933307,0.08746344435077562,0.08970633927850533,0.08455595904725377,0.07333515180647462,0.07300555361352745,0.07793233796688553,0.08979195311619197,0.10566114433985878,0.1412311032727048,0.1429804412374141,0.1769896409974709,0.16547980415261856,0.18512732217287423,0.1897558007949318
RP5-832C2.8,0.001977085583053503,0.0017223390557191084,0.0031202612954940997,0.0032152835295822077,0.003516411040691343,0.0019287550903099198,0.0023082945609963147,0.0026850351103259217,0.003410793341090551,0.0026861111233915055,0.007567237098733862,0.005904386274055691,0.005228208126087896,0.007340267846186047,0.009110867278991297,0.008442497584554884
ATAD3A,0.06410555265278706,0.07584618089872606,0.08041902896980302,0.0745519191295488,0.06397479028948612,0.05937160586401902,0.06190154314674786,0.06567433749834452,0.07037273158713586,0.08795479794642513,0.10552617142927813,0.0967252530410904,0.12247581861387176,0.14478663049928112,0.1467510853906327,0.15137811354757136
TMEM240,0.005947640982927352,0.004491819617839755,0.0040349944395226935,0.004201472923454735,0.005203181333829557,0.005692433306690762,0.0068209030158303974,0.006765410224389062,0.006295661844713642,0.006605615966482752,0.006759641626914898,0.009011449993560178,0.006823793035795549,0.010078500333994423,0.01326948608521312,0.010152254657807693
SSU72,0.12482412354467926,0.12859411470348245,0.12667435419018494,0.11323986783350355,0.10496964547195914,0.1123085804133541,0.11960029451559266,0.12648864002610982,0.15838582702130014,0.19171326454921014,0.20189477125560487,0.24931022621285276,0.24332912411878058,0.2701561569792455,0.2817508597935974,0.2849820761509191
