"","PT_seg01","PT_seg02","PT_seg03","PT_seg04","PT_seg05","PT_seg06","PT_seg07","PT_seg08","PT_seg09","PT_seg10","PT_seg11","PT_seg12","PT_seg13","PT_seg14","PT_seg15","PT_seg16"
"ELF5",0,-0.000877079902659465,0.016406223817071,0.017517917473398,0.0218745997752938,-0.00593627907826791,-0.0276273613232333,0.0155156446328493,0.00360854955234286,0.000131191150646986,0.00944642997799259,-0.0116941693860729,-0.0194857032810775,0.00448858570151456,0.000991432136525389,0.01158760472806
"ERG",0,-0.0134816182355872,-0.0238120707099597,-0.0172297486715109,0.0126128068809729,-0.00427115926446721,0.0188264703121095,0.0438653962852038,0.0221718962759628,-0.0126365238590858,-0.00185866232685309,0.0314488249121097,-0.00866621103746923,-0.00399079429121222,0.00270521940636376,0.00158059245029597
"ERR1",0,0.0291632242157175,0.00189159127633919,0.0502188037024506,-0.000175595466404135,-0.016821924552452,-0.00966587368733253,-0.0536167863350174,-0.0274949943893874,-0.00480418294507716,-0.00578221426234781,0.042197203592817,-0.00513227700580282,-0.029464578981657,-0.0338743017698093,-0.0191364274017162
"ERR2",0,0.00056916349616465,-0.038182670774878,-0.0763197528460938,0.0285427181454607,-0.0414844129441109,-0.10082301615303,-0.0735590721305534,-0.017553432164723,-0.0993268018299447,-0.0750022702197747,-0.101464490680518,-0.0871868010874382,-0.0706037141729231,-0.063359452030363,-0.0289736340184969
"ERR3",0,-0.062419396760512,0.0547297341514621,0.035786358229296,-0.0385031930917797,0.0177793904918186,0.0110017464738262,0.0300031162309089,-0.0809723824725095,-0.00851791263081225,-0.00283440193868982,-0.0369582767806558,0.00486644850526906,0.00656908777060227,-0.000493520795655323,-0.0135304900463615
"ESR1",0,-0.0324027368158053,-0.029845855133178,0.0164925052260918,-0.0137619773505583,0.0186821469739969,-0.00767139479730755,-0.00527773683247278,-0.00407659406441545,-0.0477571917841783,0.000548150505075997,-0.0435150367701997,-0.0231133801202982,-0.0339121839839692,-0.0686582620532581,-0.0205094637243029
"ESR2",0,0.018197593466095,0.00114125586234789,0.00143163520092682,0.00491610855925779,0.0213904436245634,-0.0287810766398414,0.0213805062942164,-0.01277922479114,0.0427673763791586,0.0179464341358226,0.0169416742942842,0.0114167209075689,0.00794210549263957,0.0261782135261404,0.0146680114714015
"ETS1",0,0.0122040261211182,0.018411959924035,0.0114949997678296,9.49259532432987e-05,0.0254757295746616,-0.0179602261857062,-0.00484043713639028,0.000851603526567943,0.0398977324348939,0.0143470729223414,0.0064512001581107,0.0456478548846667,0.0382419532919226,0.0218312818906831,0.0245241598947309
"ETS2",0,-0.00272747988940978,-0.0141062850945276,0.0240118754028978,0.0105775044180688,0.00610728179999182,-0.0101240012736168,-0.0144538394018356,-0.00879856296706371,-0.0301988231238043,-0.0307602009663949,-0.00899309735178989,-0.0200306262665545,-0.0274338279546154,-0.021825294010588,-0.00673675061620304
"ETV2",0,-0.00405561971166749,0.0509084697082194,-0.00475988612448129,0.0245397673277518,0.00376810805181967,-0.00208944142022349,0.00711326097999723,0.0146373773000746,-0.0145262792295248,0.00320628972176812,0.0106550599979301,0.0319670984613498,0.00347830183858555,0.0199389654908862,0.0216250767287517
"ETV4",0,0.00140216603106072,-0.039437364930627,0.0289143507334817,-0.000410088783599735,0.00546172444781896,0.034385685210783,0.0164005153934048,-0.0195994545818661,0.0248244432180023,0.0428733955109582,0.0231117011659775,0.0182757622624643,0.0301952178406691,0.0209626553582897,0.0383870151851345
