"","PT_seg01","PT_seg02","PT_seg03","PT_seg04","PT_seg05","PT_seg06","PT_seg07","PT_seg08","PT_seg09","PT_seg10","PT_seg11","PT_seg12","PT_seg13","PT_seg14","PT_seg15","PT_seg16"
"TFGroup_15",0,0,0,0,0,0,0.044104069623144,0.0462740099841307,0.0487389164405643,0,0,0.06238773286026,0.0580908792802236,0.0583418365671921,0.0567169544029295,0.0666301549349334
"TFGroup_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577958543954429,0
"TFGroup_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_18",0,0,0,0,0,0,0.0920599783804124,0.0910952752336062,0.064392531622315,0.0756019714584154,0.146542241046671,0.194243985230276,0.189589082103549,0.157936729692213,0.144474515199933,0.166620173680066
"TFGroup_19",0,0,0,0,0,0,0,0,0.0395290298920177,0,0,0,0,0,0,0
"TFGroup_20",0,0,0,0,0,0.0685327172314772,0.0770938194207528,0.0848383158724604,0.0950604352054271,0.0487644427804208,0.0979411380407949,0.18544232662556,0.188397325923168,0.163477669598819,0.185173665278912,0.150879163895711
"TFGroup_21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_22",0,0,0,0,0,0,0,0,-0.0351601086130175,0,0,0,0,0,0,0
"TFGroup_23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_26",0,0,0,0,0,0,0,-0.038420030588891,0,0,0,-0.0436707780584272,0,0,0,0
"TFGroup_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_31",0,0,0,0,0,-0.0832979034879655,0,0,0,0,0,-0.0683521231793954,0,0,0,0
"TFGroup_32",0,0,0,0,0,0,0,0,0,-0.067203665695001,0,0,0,0,0,0
"TFGroup_33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362387305002935
"TFGroup_34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_35",0,0,0,0,0,0.0757439351485716,0,0.0502765936307337,0,0.0675950080883859,0.0582158467390706,0.0839118251644733,0.0560723600163136,0.0648990353843162,0.0601244657327512,0.0945767452267542
"TFGroup_36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFGroup_39",0,0,0,0,0,0,0,0,-0.0513081729651105,0,0,0,0,0,0,0
"TFGroup_40",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708064970454616,0.0547430756846817,0
"TFGroup_41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
